-1	00:02:07,232	00:02:09,499	$﻿3$<i>You've seen</i>$<i>better days, My Lord.</i>
4	00:02:10,368	00:02:12,803	$Another visit?
5	00:02:14,171	00:02:16,572	$It seems$you're my last friend.
6	00:02:16,607	00:02:19,375	$No no,$many still love you.
7	00:02:19,409	00:02:22,677	$Sansa came to court$this morning
8	00:02:22,712	00:02:24,846	$to plead for your life.
9	00:02:26,048	00:02:28,649	$On her knees,$begging for me, hmmm.
10	00:02:28,683	00:02:30,651	$Did you laugh$with the others?
11	00:02:30,685	00:02:32,486	$You do me wrong, My Lord.
12	00:02:32,520	00:02:34,721	$Your blood is$the last thing I want.
13	00:02:34,755	00:02:36,556	$I don't know$what you want.
14	00:02:36,590	00:02:38,524	$I've given up$trying to guess.
15	00:02:41,861	00:02:43,996	$When I was still a boy--
16	00:02:44,064	00:02:47,233	$before they cut my balls off$with a hot knife--
17	00:02:47,267	00:02:51,570	$I traveled with a group$of actors through the free cities.
18	00:02:53,140	00:02:56,141	$They taught me that$each man has a role to play.
19	00:02:56,176	00:02:59,077	$The same is true$at court.
20	00:02:59,112	00:03:01,446	$I am the master$of whisperers.
21	00:03:01,480	00:03:05,349	$My role is to be sly, obsequious$and without scruples.
22	00:03:05,384	00:03:07,785	$I'm a good actor,$My Lord.
23	00:03:07,819	00:03:11,321	$Huh.$Can you free me from this pit?
24	00:03:11,355	00:03:13,088	$I could.
25	00:03:13,123	00:03:14,756	$But will I?
26	00:03:14,790	00:03:17,424	$No.
27	00:03:17,459	00:03:19,292	$As I said,$I'm no hero.
28	00:03:19,327	00:03:21,360	$What do you want?$Tell me.
29	00:03:21,394	00:03:24,361	$No riddles, no stories--$tell me, what do you want?
30	00:03:25,996	00:03:28,063	$Peace.
31	00:03:28,097	00:03:30,898	$Did you know that$your son is marching south
32	00:03:30,932	00:03:34,000	$with an army of Northmen?$Loyal lad--
33	00:03:34,035	00:03:36,670	$fighting for$his father's freedom.
34	00:03:36,704	00:03:38,938	$Robb?
35	00:03:38,972	00:03:40,972	$He's just a boy.
36	00:03:41,007	00:03:43,441	$Boys have been$conquerors before.
37	00:03:43,475	00:03:45,776	$But the man giving Cersei$sleepless nights
38	00:03:45,811	00:03:49,379	$is the King's--$the late King's brother.
39	00:03:49,413	00:03:52,882	$Lord Stannis has the best$claim to the Throne,
40	00:03:52,916	00:03:56,118	$he is a proven battle commander$and he is utterly without mercy.
41	00:03:56,152	00:03:58,286	$Stannis Baratheon$is Robert's true heir.
42	00:03:58,320	00:04:00,588	$The Throne$is his by rights.
43	00:04:00,622	00:04:05,158	$Tsk tsk. Sansa pleaded$so sweetly for your life,
44	00:04:05,192	00:04:07,427	$it would be a shame$to throw it away.
45	00:04:07,461	00:04:10,196	$Cersei is no fool.
46	00:04:10,231	00:04:14,233	$She knows a tame wolf is more$use to her than a dead one.
47	00:04:14,300	00:04:17,035	$You want me to serve the$woman who murdered my King,
48	00:04:17,069	00:04:19,804	$who butchered my men,$who crippled my son?
49	00:04:19,839	00:04:21,907	$I want you$to serve the realm!
50	00:04:21,941	00:04:24,677	$Tell the Queen you will confess$your vile treason,
51	00:04:24,712	00:04:26,980	$tell your son$to lay down his sword
52	00:04:27,015	00:04:30,284	$and proclaim Joffrey$as the true heir.
53	00:04:32,187	00:04:35,189	$Cersei knows you$as a man of honor.
54	00:04:35,223	00:04:37,291	$If you give her$the peace she needs
55	00:04:37,326	00:04:40,194	$and promise to carry$her secret to your grave,
56	00:04:40,228	00:04:44,030	$I believe she will allow you to take$the Black and live out your days
57	00:04:44,064	00:04:46,498	$on the Wall with your brother$and your bastard son.
58	00:04:47,834	00:04:50,601	$You think my life is$some precious thing to me?
59	00:04:52,037	00:04:55,439	$That I would trade my honor$for a few more years of...
60	00:04:55,474	00:04:57,241	$Of what?
61	00:05:02,079	00:05:04,114	$You grew up with actors.
62	00:05:05,649	00:05:09,418	$You learned their craft$and you learned it well.
63	00:05:09,452	00:05:12,053	$But I grew up$with soldiers.
64	00:05:13,989	00:05:17,224	$I learned how to die$a long time ago.
65	00:05:19,594	00:05:22,028	$Pity.
66	00:05:22,063	00:05:24,330	$<i>Such a pity.</i>
67	00:05:31,003	00:05:33,438	$What of your$daughter's life, My Lord?
68	00:05:33,472	00:05:36,574	$<i>Is that a precious</i>$<i>thing to you?</i>
69	00:06:17,539	00:06:20,340	$It's a birthday message$to his grand-niece Walda.
70	00:06:20,375	00:06:22,476	$Or so Walder Frey$would have you think.
71	00:06:22,510	00:06:24,811	$Keep shooting them down.$We can't risk Lord Walder
72	00:06:24,845	00:06:27,446	$sending word of your movements$to the Lannisters.
73	00:06:27,481	00:06:30,482	$He's grandfather's bannerman.$We can't expect his support?
74	00:06:30,517	00:06:34,451	$Expect nothing of Walder Frey$and you'll never be surprised.
75	00:06:34,486	00:06:36,587	$Look.
76	00:06:37,755	00:06:39,656	$<i>Father rots</i>$<i>in a dungeon.</i>
77	00:06:39,690	00:06:41,724	$How long before$they take his head?
78	00:06:41,758	00:06:45,060	$We need to cross the Trident$and we need to do it now.
79	00:06:45,094	00:06:47,495	$Just march up to his gates$and tell him you're crossing.
80	00:06:47,530	00:06:50,498	$We've got five times his numbers.$You can take the Twins if you have to.
